system,dataset,topk,recall,qps,label,source
PLAID,hotpot,100,0.8769,58.479532,c4m,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/hotpot/plaid/benchmark_results.csv
PLAID,hotpot,100,0.8821,45.6621,c5,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/hotpot/plaid/benchmark_results.csv
PLAID,hotpot,100,0.9119,38.314176,c5m,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/hotpot/plaid/benchmark_results.csv
PLAID,hotpot,100,0.9251,30.487805,c7,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/hotpot/plaid/benchmark_results.csv
PLAID,hotpot,100,0.9299,27.855153,c7m,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/hotpot/plaid/benchmark_results.csv
PLAID,hotpot,100,0.9313,25.316456,c8,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/hotpot/plaid/benchmark_results.csv
PLAID,hotpot,100,0.9418,19.569472,c8m,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/hotpot/plaid/benchmark_results.csv
PLAID,hotpot,100,0.9466,16.528926,c11,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/hotpot/plaid/benchmark_results.csv
PLAID,hotpot,100,0.9489,11.668611,c11m,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/hotpot/plaid/benchmark_results.csv
PLAID,hotpot,100,0.9494,10.526316,c13,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/hotpot/plaid/benchmark_results.csv
PLAID,hotpot,100,0.9499,9.803922,c13m,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/hotpot/plaid/benchmark_results.csv
PLAID,hotpot,100,0.9502,9.328358,c14,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/hotpot/plaid/benchmark_results.csv
PLAID+,hotpot,100,0.84411,125.21761,c3m,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
PLAID+,hotpot,100,0.86252,122.294724,c4,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
PLAID+,hotpot,100,0.87686,118.949212,c4m,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
PLAID+,hotpot,100,0.88211,114.921988,c5,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
PLAID+,hotpot,100,0.91195,101.175008,c5m,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
PLAID+,hotpot,100,0.9251,90.434441,c7,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
PLAID+,hotpot,100,0.9299,85.463668,c7m,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
PLAID+,hotpot,100,0.9313,80.732831,c8,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
PLAID+,hotpot,100,0.94181,68.620337,c8m,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
PLAID+,hotpot,100,0.94546,60.289097,c10,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
PLAID+,hotpot,100,0.94615,57.929383,c10m,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
PLAID+,hotpot,100,0.94661,55.645601,c11,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
PLAID+,hotpot,100,0.94891,46.114734,c11m,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
PLAID+,hotpot,100,0.94936,39.629672,c13,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
PLAID+,hotpot,100,0.94987,37.567383,c13m,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
PLAID+,hotpot,100,0.95022,35.569864,c14,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk_r5/k100/hotpot/plaid_gpu_resident/benchmark_results.csv
IGP,hotpot,100,0.8378,63.7226789,phi32_3000,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/igp/summary_t32.csv
IGP,hotpot,100,0.8536,62.0231967,phi16_6000,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/igp/summary_t32.csv
IGP,hotpot,100,0.8582,61.8697024,phi32_4000,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/igp/summary_t32.csv
IGP,hotpot,100,0.884,48.6665369,phi32_6000,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/igp/summary_t32.csv
IGP,hotpot,100,0.8972,33.6983993,phi64_6000,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/igp/summary_t32.csv
Chimera-CPU,hotpot,100,0.84493,169.469333,c3,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/cpu_search_v3/summary_t32.csv
Chimera-CPU,hotpot,100,0.87744,146.772333,e1,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/cpu_search_v3/summary_t32.csv
Chimera-CPU,hotpot,100,0.88286,130.860667,d1,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/cpu_search_v3/summary_t32.csv
Chimera-CPU,hotpot,100,0.90971,114.853333,f1,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/cpu_search_v3/summary_t32.csv
Chimera-CPU,hotpot,100,0.91021,108.48,f2,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/cpu_search_v3/summary_t32.csv
Chimera-CPU,hotpot,100,0.93111,97.573,g1,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/cpu_search_v3/summary_t32.csv
Chimera-CPU,hotpot,100,0.93818,93.622,g2,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/cpu_search_v3/summary_t32.csv
Chimera-CPU,hotpot,100,0.94793,78.268,h1,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/cpu_search_v3/summary_t32.csv
Chimera-CPU,hotpot,100,0.95773,64.315667,i1,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/cpu_search_v3/summary_t32.csv
Chimera-CPU,hotpot,100,0.96535,55.054333,j1,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/cpu_search_v3/summary_t32.csv
Chimera-CPU,hotpot,100,0.97649,28.717,k1,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/cpu_search_v3/summary_t32.csv
Chimera-CPU,hotpot,100,0.97691,25.086,l1,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/cpu_search_v3/summary_t32.csv
Chimera,msmarco,100,0.852691,441.704,a3,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/gpu_main_topk_vram16_lite_c4/k100/msmarco/gpu_search_v6_lite_vram16_c4/benchmark_results_20260426T221729Z_job56279474.csv
Chimera,msmarco,100,0.890311,339.083,b2,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/gpu_main_topk_vram16_lite_c4/k100/msmarco/gpu_search_v6_lite_vram16_c4/benchmark_results_20260426T221729Z_job56279474.csv
Chimera,msmarco,100,0.917328,330.184,b4,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/gpu_main_topk_vram16_lite_c4/k100/msmarco/gpu_search_v6_lite_vram16_c4/benchmark_results_20260426T221729Z_job56279474.csv
Chimera,msmarco,100,0.934735,309.996,c1,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/gpu_main_topk_vram16_lite_c4/k100/msmarco/gpu_search_v6_lite_vram16_c4/benchmark_results_20260426T221729Z_job56279474.csv
Chimera,msmarco,100,0.951877,252.708,e1,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/gpu_main_topk_vram16_lite_c4/k100/msmarco/gpu_search_v6_lite_vram16_c4/benchmark_results_20260426T221729Z_job56279474.csv
Chimera,msmarco,100,0.954004,214.94,d1,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/gpu_main_topk_vram16_lite_c4/k100/msmarco/gpu_search_v6_lite_vram16_c4/benchmark_results_20260426T221729Z_job56279474.csv
Chimera,msmarco,100,0.959438,203.968,f1,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/gpu_main_topk_vram16_lite_c4/k100/msmarco/gpu_search_v6_lite_vram16_c4/benchmark_results_20260426T221729Z_job56279474.csv
Chimera,msmarco,100,0.960248,185.001,f2,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/gpu_main_topk_vram16_lite_c4/k100/msmarco/gpu_search_v6_lite_vram16_c4/benchmark_results_20260426T221729Z_job56279474.csv
Chimera,msmarco,100,0.963787,177.928,g1,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/gpu_main_topk_vram16_lite_c4/k100/msmarco/gpu_search_v6_lite_vram16_c4/benchmark_results_20260426T221729Z_job56279474.csv
Chimera,msmarco,100,0.964636,175.664,g2,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/gpu_main_topk_vram16_lite_c4/k100/msmarco/gpu_search_v6_lite_vram16_c4/benchmark_results_20260426T221729Z_job56279474.csv
Chimera,msmarco,100,0.966424,149.925,h1,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/gpu_main_topk_vram16_lite_c4/k100/msmarco/gpu_search_v6_lite_vram16_c4/benchmark_results_20260426T221729Z_job56279474.csv
Chimera,msmarco,100,0.96784,133.831,i1,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/gpu_main_topk_vram16_lite_c4/k100/msmarco/gpu_search_v6_lite_vram16_c4/benchmark_results_20260426T221729Z_job56279474.csv
Chimera,msmarco,100,0.968907,113.704,j1,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/gpu_main_topk_vram16_lite_c4/k100/msmarco/gpu_search_v6_lite_vram16_c4/benchmark_results_20260426T221729Z_job56279474.csv
PLAID,msmarco,100,0.852,64.935065,c3,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
PLAID,msmarco,100,0.8962,62.893082,c3m,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
PLAID,msmarco,100,0.9145,60.606061,c4,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
PLAID,msmarco,100,0.9296,54.945055,c4m,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
PLAID,msmarco,100,0.9356,50,c5,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
PLAID,msmarco,100,0.9482,43.478261,c5m,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
PLAID,msmarco,100,0.9526,35.211268,c7,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
PLAID,msmarco,100,0.9577,33.444816,c7m,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
PLAID,msmarco,100,0.9599,27.322404,c8,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
PLAID,msmarco,100,0.9634,22.573363,c8m,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
PLAID,msmarco,100,0.9646,18.903592,c10,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
PLAID,msmarco,100,0.9659,17.953321,c10m,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
PLAID,msmarco,100,0.9667,17.54386,c11,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
PLAID,msmarco,100,0.9672,14.124294,c11m,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
PLAID,msmarco,100,0.9673,11.574074,c13,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
PLAID,msmarco,100,0.9681,10.881393,c13m,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
PLAID,msmarco,100,0.9686,9.708738,c14,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/experiments/plaid_main_topk/k100/msmarco/plaid/benchmark_results.csv
IGP,msmarco,100,0.8314,115.154307,phi2_4000,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/igp/summary_t32.csv
IGP,msmarco,100,0.8346,114.090131,phi16_1000,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/igp/summary_t32.csv
IGP,msmarco,100,0.841,103.114044,phi8_2000,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/igp/summary_t32.csv
IGP,msmarco,100,0.8454,95.8956655,phi4_3000,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/igp/summary_t32.csv
IGP,msmarco,100,0.8628,92.3361034,phi4_4000,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/igp/summary_t32.csv
IGP,msmarco,100,0.8882,91.3158616,phi8_4000,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/igp/summary_t32.csv
IGP,msmarco,100,0.8896,83.6050497,phi32_2000,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/igp/summary_t32.csv
IGP,msmarco,100,0.9092,78.167748,phi16_4000,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/igp/summary_t32.csv
IGP,msmarco,100,0.9234,62.8298567,phi32_4000,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/igp/summary_t32.csv
IGP,msmarco,100,0.9336,55.3985929,phi32_6000,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/igp/summary_t32.csv
IGP,msmarco,100,0.9382,35.4987575,phi64_6000,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/igp/summary_t32.csv
Chimera-CPU,msmarco,100,0.852059,306.794,a3,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/cpu_search_v3/summary_t32.csv
Chimera-CPU,msmarco,100,0.891504,223.268,b2,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/cpu_search_v3/summary_t32.csv
Chimera-CPU,msmarco,100,0.894683,201.486,b3,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/cpu_search_v3/summary_t32.csv
Chimera-CPU,msmarco,100,0.921818,181.574667,b4,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/cpu_search_v3/summary_t32.csv
Chimera-CPU,msmarco,100,0.941812,167.693,c1,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/cpu_search_v3/summary_t32.csv
Chimera-CPU,msmarco,100,0.952789,132.665,c3,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/cpu_search_v3/summary_t32.csv
Chimera-CPU,msmarco,100,0.962281,121.798,e1,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/cpu_search_v3/summary_t32.csv
Chimera-CPU,msmarco,100,0.964979,102.790333,d1,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/cpu_search_v3/summary_t32.csv
Chimera-CPU,msmarco,100,0.97163,93.567667,f1,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/cpu_search_v3/summary_t32.csv
Chimera-CPU,msmarco,100,0.972636,83.253,f2,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/cpu_search_v3/summary_t32.csv
Chimera-CPU,msmarco,100,0.977126,75.543333,g1,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/cpu_search_v3/summary_t32.csv
Chimera-CPU,msmarco,100,0.978169,73.800667,g2,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/cpu_search_v3/summary_t32.csv
Chimera-CPU,msmarco,100,0.980592,60.830333,h1,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/cpu_search_v3/summary_t32.csv
Chimera-CPU,msmarco,100,0.982331,50.611333,i1,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/cpu_search_v3/summary_t32.csv
Chimera-CPU,msmarco,100,0.983582,42.564,j1,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/cpu_search_v3/summary_t32.csv
Chimera-CPU,msmarco,100,0.985709,21.528,k1,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/cpu_search_v3/summary_t32.csv
Chimera-CPU,msmarco,100,0.985818,17.551333,l1,/scratch3/workspace/juelinliu_umass_edu-gpu-mvr/gpu-mvr/profiling/cpu_search_v3/summary_t32.csv
